"SourceFile","RawLink","Reason","Candidates"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../05-Processes/10-PROC-PUR/proc-pur-001-outsource-finishing.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../07-Forms-Records/11-FRM-QA/frm-qa-005-outsource-finish-incoming-inspection.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../07-Forms-Records/10-FRM-PUR/frm-pur-005-supplier-scorecard.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../05-Processes/05-PROC-HSE/proc-hse-001-incident-near-miss-management.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../07-Forms-Records/08-FRM-OPS/frm-ops-005-daily-standup-action-log.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../07-Forms-Records/12-FRM-QMS/frm-qms-011-lessons-learned-log.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../09-Annexes-References/01-ANNEX-QMS/annex-qms-008-dashboard-kpi-dictionary-and-data-model.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../06-Work-Instructions/02-WI-OPS/wi-ops-007-dashboard-and-tier-meetings.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../09-Annexes-References/01-ANNEX-QMS/annex-qms-009-tier-meeting-cadence-and-escalation-standard-work.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../07-Forms-Records/11-FRM-QA/frm-qa-004-capa8-d.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../04-SOPs/sop-qms-025-contamination-control-and-cleanliness.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../05-Processes/11-PROC-QA/proc-qa-007-cleanliness-inspection-particle-count.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../05-Processes/11-PROC-QA/proc-qa-008-surface-treatment-qualification.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../06-Work-Instructions/02-WI-OPS/wi-ops-018-clean-packaging-and-handling.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../06-Work-Instructions/02-WI-OPS/wi-ops-019-ultrasonic-cleaning-standard-work.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../07-Forms-Records/11-FRM-QA/frm-qa-019-cleanliness-verification-record.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../07-Forms-Records/14-FRM-WHS/frm-whs-009-clean-packaging-checklist.html","basename-not-found",
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","../07-Forms-Records/02-FRM-ENG/frm-eng-005-semiconductor-part-classification.html","basename-not-found",
