"Missing","MissingUrl","Count","Candidate","CandidatePath","Score","Common"
"frm-qa-011-final-inspection-coc-issue-log.html","../07-Forms-Records/11-FRM-QA/frm-qa-011-final-inspection-coc-issue-log.html","2","sop-605-final-inspection-coc-and-shipment-release.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html","0.6","final inspection coc"
"proc-qa-005-process-fmea-and-control-plan-execution.html","../05-Processes/11-PROC-QA/proc-qa-005-process-fmea-and-control-plan-execution.html","2","sop-103-risk-opportunity-fmea-and-control-plan.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-103-risk-opportunity-fmea-and-control-plan.html","0.6","fmea control plan"
"frm-qa-011-final-inspection-coc-issue-log.html","../07-Forms-Records/11-FRM-QA/frm-qa-011-final-inspection-coc-issue-log.html","2","frm-642-final-inspection-and-coc-register.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-642-final-inspection-and-coc-register.html","0.6","final inspection coc"
"proc-cnc-001-cnc-machining-execution.html","../../05-Processes/01-PROC-CNC/proc-cnc-001-cnc-machining-execution.html","2","jd-cnc-workshop-manager.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-workshop-manager.html","0.5","cnc cnc"
"proc-cnc-001-cnc-machining-execution.html","../../../05-Processes/01-PROC-CNC/proc-cnc-001-cnc-machining-execution.html","2","jd-cnc-operator.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html","0.5","cnc cnc"
"frm-sal-004-warranty-rma-tracking.html","../07-Forms-Records/13-FRM-SAL/frm-sal-004-warranty-rma-tracking.html","2","frm-213-rma-tracking-log.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\02-FRM-200\frm-213-rma-tracking-log.html","0.5","rma tracking"
"proc-cnc-001-cnc-machining-execution.html","../../05-Processes/01-PROC-CNC/proc-cnc-001-cnc-machining-execution.html","2","wi-514-cnc-turning-guide.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-514-cnc-turning-guide.html","0.5","cnc cnc"
"proc-cnc-001-cnc-machining-execution.html","../../05-Processes/01-PROC-CNC/proc-cnc-001-cnc-machining-execution.html","2","wi-801-cnc-poka-yoke-examples.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\08-WI-800\wi-801-cnc-poka-yoke-examples.html","0.5","cnc cnc"
"proc-cnc-001-cnc-machining-execution.html","../../../05-Processes/01-PROC-CNC/proc-cnc-001-cnc-machining-execution.html","2","jd-cnc-workshop-manager.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-workshop-manager.html","0.5","cnc cnc"
"proc-ops-002-finishing-and-deburr.html","../05-Processes/08-PROC-OPS/proc-ops-002-finishing-and-deburr.html","2","jd-deburr-technician.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-deburr-technician.html","0.5","deburr"
"frm-qms-021-climate-context-decision-record.html","../07-Forms-Records/12-FRM-QMS/frm-qms-021-climate-context-decision-record.html","2","frm-124-climate-change-assessment-record.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\01-FRM-100\frm-124-climate-change-assessment-record.html","0.5","climate record"
"proc-ops-001-order-fulfillment.html","../05-Processes/08-PROC-OPS/proc-ops-001-order-fulfillment.html","2","sop-201-order-fulfillment-rfq-to-cash.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-201-order-fulfillment-rfq-to-cash.html","0.5","order fulfillment"
"proc-whs-001-receiving-and-warehouse.html","../../05-Processes/13-PROC-WHS/proc-whs-001-receiving-and-warehouse.html","2","ojt-role-warehouse-receiving.html","C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-warehouse-receiving.html","0.5","receiving warehouse"
"proc-cnc-001-cnc-machining-execution.html","../../../05-Processes/01-PROC-CNC/proc-cnc-001-cnc-machining-execution.html","2","wi-514-cnc-turning-guide.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-514-cnc-turning-guide.html","0.5","cnc cnc"
"proc-cnc-001-cnc-machining-execution.html","../../../05-Processes/01-PROC-CNC/proc-cnc-001-cnc-machining-execution.html","2","wi-801-cnc-poka-yoke-examples.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\08-WI-800\wi-801-cnc-poka-yoke-examples.html","0.5","cnc cnc"
"proc-ops-001-order-fulfillment.html","../../../05-Processes/08-PROC-OPS/proc-ops-001-order-fulfillment.html","2","sop-201-order-fulfillment-rfq-to-cash.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-201-order-fulfillment-rfq-to-cash.html","0.5","order fulfillment"
"annex-qms-007-gs1-sscc-data-dictionary-and-pack-reconciliation.html","../../../09-Annexes-References/01-ANNEX-QMS/annex-qms-007-gs1-sscc-data-dictionary-and-pack-reconciliation.html","2","","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","0.5","gs1 sscc data"
"proc-cnc-001-cnc-machining-execution.html","../05-Processes/01-PROC-CNC/proc-cnc-001-cnc-machining-execution.html","2","jd-cnc-operator.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html","0.5","cnc cnc"
"frm-ops-004-finishing-checklist.html","../07-Forms-Records/08-FRM-OPS/frm-ops-004-finishing-checklist.html","2","frm-707-packaging-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-707-packaging-checklist.html","0.5","checklist"
"frm-ops-004-finishing-checklist.html","../07-Forms-Records/08-FRM-OPS/frm-ops-004-finishing-checklist.html","2","frm-803-ojt-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-803-ojt-checklist.html","0.5","checklist"
"proc-cnc-001-cnc-machining-execution.html","../05-Processes/01-PROC-CNC/proc-cnc-001-cnc-machining-execution.html","2","jd-cnc-workshop-manager.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-workshop-manager.html","0.5","cnc cnc"
"proc-qa-004-final-inspection-coc-release.html","../05-Processes/11-PROC-QA/proc-qa-004-final-inspection-coc-release.html","2","frm-305-inspection-program-release-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\03-FRM-300\frm-305-inspection-program-release-checklist.html","0.5","inspection release"
"proc-cnc-001-cnc-machining-execution.html","../05-Processes/01-PROC-CNC/proc-cnc-001-cnc-machining-execution.html","2","wi-801-cnc-poka-yoke-examples.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\08-WI-800\wi-801-cnc-poka-yoke-examples.html","0.5","cnc cnc"
"proc-cnc-001-cnc-machining-execution.html","../05-Processes/01-PROC-CNC/proc-cnc-001-cnc-machining-execution.html","2","wi-514-cnc-turning-guide.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-514-cnc-turning-guide.html","0.5","cnc cnc"
"proc-qa-004-final-inspection-coc-release.html","../05-Processes/11-PROC-QA/proc-qa-004-final-inspection-coc-release.html","2","frm-641-final-inspection-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-641-final-inspection-report.html","0.5","final inspection"
"frm-ops-004-finishing-checklist.html","../07-Forms-Records/08-FRM-OPS/frm-ops-004-finishing-checklist.html","2","frm-702-shipping-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-702-shipping-checklist.html","0.5","checklist"
"frm-qa-006-qc-hold-log.html","../../07-Forms-Records/11-FRM-QA/frm-qa-006-qc-hold-log.html","2","frm-708-environmental-log.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-708-environmental-log.html","0.5","log"
"frm-qa-006-qc-hold-log.html","../../07-Forms-Records/11-FRM-QA/frm-qa-006-qc-hold-log.html","2","frm-601-calibration-log.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-601-calibration-log.html","0.5","log"
"proc-cnc-001-cnc-machining-execution.html","../../05-Processes/01-PROC-CNC/proc-cnc-001-cnc-machining-execution.html","2","jd-cnc-operator.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html","0.5","cnc cnc"
"frm-qa-006-qc-hold-log.html","../../07-Forms-Records/11-FRM-QA/frm-qa-006-qc-hold-log.html","2","frm-812-lighting-log.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-812-lighting-log.html","0.5","log"
"frm-qa-006-qc-hold-log.html","../../07-Forms-Records/11-FRM-QA/frm-qa-006-qc-hold-log.html","2","frm-512-downtime-log.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-512-downtime-log.html","0.5","log"
"wi-ops-010-gs1-sscc-shipping-label-and-pack-reconciliation.html","../06-Work-Instructions/02-WI-OPS/wi-ops-010-gs1-sscc-shipping-label-and-pack-reconciliation.html","2","","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","0.5","gs1 sscc shipping"
"frm-ops-004-finishing-checklist.html","../07-Forms-Records/08-FRM-OPS/frm-ops-004-finishing-checklist.html","2","frm-521-pm-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-521-pm-checklist.html","0.5","checklist"
"sop-qms-013-measurement-system-management.html","../04-SOPs/sop-qms-013-measurement-system-management.html","2","sop-602-measurement-system-analysis-msagr-r.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-602-measurement-system-analysis-msagr-r.html","0.5","measurement system"
"frm-qa-006-qc-hold-log.html","../../07-Forms-Records/11-FRM-QA/frm-qa-006-qc-hold-log.html","2","frm-211-complaint-log.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\02-FRM-200\frm-211-complaint-log.html","0.5","log"
"frm-hr-jd-it-02-sys-admin.html","../03-Job-Descriptions/13-JD-IT/frm-hr-jd-it-02-sys-admin.html","1","jd-it-admin.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\10-JD-IT\jd-it-admin.html","1","admin"
"sop-qms-014-communication-management.html","../../04-SOPs/sop-qms-014-communication-management.html","1","sop-107-communication-management.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-107-communication-management.html","1","communication management"
"frm-qms-003-management-review-minutes.html","../../../07-Forms-Records/12-FRM-QMS/frm-qms-003-management-review-minutes.html","1","frm-911-management-review-minutes.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\09-FRM-900\frm-911-management-review-minutes.html","1","management review minutes"
"frm-qa-007-fai-report.html","../../07-Forms-Records/11-FRM-QA/frm-qa-007-fai-report.html","1","frm-311-fai-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\03-FRM-300\frm-311-fai-report.html","1","fai report"
"frm-qms-015-m365-configuration-checklist.html","../07-Forms-Records/12-FRM-QMS/frm-qms-015-m365-configuration-checklist.html","1","frm-110-m365-configuration-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\01-FRM-100\frm-110-m365-configuration-checklist.html","1","m365 configuration checklist"
"annex-ops-001-dispatch-capacity-wip-rules.html","../09-Annexes-References/04-ANNEX-OPS/annex-ops-001-dispatch-capacity-wip-rules.html","1","","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","1","dispatch capacity wip rules"
"sop-qms-020-continual-improvement-and-kaizen.html","../../04-SOPs/sop-qms-020-continual-improvement-and-kaizen.html","1","sop-903-continual-improvement-and-kaizen.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-903-continual-improvement-and-kaizen.html","1","continual improvement kaizen"
"sop-qms-024-organizational-knowledge-management.html","../../04-SOPs/sop-qms-024-organizational-knowledge-management.html","1","sop-105-organizational-knowledge-management.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-105-organizational-knowledge-management.html","1","organizational knowledge management"
"frm-qms-025-interested-parties-register.html","../07-Forms-Records/12-FRM-QMS/frm-qms-025-interested-parties-register.html","1","frm-122-interested-parties-register.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\01-FRM-100\frm-122-interested-parties-register.html","1","interested parties register"
"frm-qa-014-spc-capability-log.html","../07-Forms-Records/11-FRM-QA/frm-qa-014-spc-capability-log.html","1","frm-631-spc-and-capability-log.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-631-spc-and-capability-log.html","1","spc capability log"
"frm-qa-007-fai-report.html","../07-Forms-Records/11-FRM-QA/frm-qa-007-fai-report.html","1","frm-311-fai-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\03-FRM-300\frm-311-fai-report.html","1","fai report"
"frm-qms-002-internal-audit-checklist.html","../07-Forms-Records/12-FRM-QMS/frm-qms-002-internal-audit-checklist.html","1","frm-901-internal-audit-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\09-FRM-900\frm-901-internal-audit-checklist.html","1","internal audit checklist"
"frm-qms-026-gage-equipment-inventory.html","../07-Forms-Records/12-FRM-QMS/frm-qms-026-gage-equipment-inventory.html","1","frm-525-gage-equipment-inventory.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-525-gage-equipment-inventory.html","1","gage equipment inventory"
"annex-qms-005-m365-lists-and-field-mapping.html","../09-Annexes-References/01-ANNEX-QMS/annex-qms-005-m365-lists-and-field-mapping.html","1","ref-010-m365-lists-and-field-mapping.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-Digital\ref-010-m365-lists-and-field-mapping.html","0.8","m365 lists field mapping"
"proc-qa-004-final-inspection-coc-release.html","../../../05-Processes/11-PROC-QA/proc-qa-004-final-inspection-coc-release.html","1","sop-605-final-inspection-coc-and-shipment-release.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html","0.8","final inspection coc release"
"frm-whs-009-clean-packaging-checklist.html","../07-Forms-Records/14-FRM-WHS/frm-whs-009-clean-packaging-checklist.html","1","frm-709-clean-packaging-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-709-clean-packaging-checklist.html","0.75","clean packaging checklist"
"frm-hr-trn-006-certification-tracking-log.html","../../../07-Forms-Records/04-FRM-HR/frm-hr-trn-006-certification-tracking-log.html","1","frm-806-certification-tracking-log.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-806-certification-tracking-log.html","0.75","certification tracking log"
"proc-qa-003-aql-sampling-inspection-execution.html","../../05-Processes/11-PROC-QA/proc-qa-003-aql-sampling-inspection-execution.html","1","sop-603-aql-sampling-inspection.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-603-aql-sampling-inspection.html","0.75","aql sampling inspection"
"sop-qms-009-first-article-inspection.html","../../../04-SOPs/sop-qms-009-first-article-inspection.html","1","sop-302-first-article-inspection-fai.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-302-first-article-inspection-fai.html","0.75","first article inspection"
"proc-qa-004-final-inspection-coc-release.html","../../../05-Processes/11-PROC-QA/proc-qa-004-final-inspection-coc-release.html","1","frm-642-final-inspection-and-coc-register.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-642-final-inspection-and-coc-register.html","0.75","final inspection coc"
"frm-qms-008-pilot-dry-run-log.html","../../../07-Forms-Records/12-FRM-QMS/frm-qms-008-pilot-dry-run-log.html","1","frm-106-pilot-run-log.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\01-FRM-100\frm-106-pilot-run-log.html","0.75","pilot run log"
"proc-qa-002-layered-process-audit.html","../../05-Processes/11-PROC-QA/proc-qa-002-layered-process-audit.html","1","frm-902-layered-process-audit-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\09-FRM-900\frm-902-layered-process-audit-checklist.html","0.75","layered process audit"
"frm-eng-005-semiconductor-part-classification.html","../07-Forms-Records/02-FRM-ENG/frm-eng-005-semiconductor-part-classification.html","1","frm-304-semiconductor-part-classification.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\03-FRM-300\frm-304-semiconductor-part-classification.html","0.75","semiconductor part classification"
"annex-qms-001-process-map-detailed.html","../09-Annexes-References/01-ANNEX-QMS/annex-qms-001-process-map-detailed.html","1","ref-001-detailed-process-map.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-System\ref-001-detailed-process-map.html","0.75","process map detailed"
"frm-qa-009-aql-sampling-record.html","../07-Forms-Records/11-FRM-QA/frm-qa-009-aql-sampling-record.html","1","sop-603-aql-sampling-inspection.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-603-aql-sampling-inspection.html","0.667","aql sampling"
"annex-qms-011-epicor-integration-pack.html","../../../09-Annexes-References/01-ANNEX-QMS/annex-qms-011-epicor-integration-pack.html","1","ref-013-epicor-integration.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-Digital\ref-013-epicor-integration.html","0.667","epicor integration"
"frm-qa-009-aql-sampling-record.html","../07-Forms-Records/11-FRM-QA/frm-qa-009-aql-sampling-record.html","1","frm-621-aql-inspection-record.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-621-aql-inspection-record.html","0.667","aql record"
"frm-whs-006-shipping-label.html","../../../07-Forms-Records/14-FRM-WHS/frm-whs-006-shipping-label.html","1","frm-706-shipping-label.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-706-shipping-label.html","0.667","shipping label"
"frm-qms-015-m365-configuration-checklist.html","../07-Forms-Records/12-FRM-QMS/frm-qms-015-m365-configuration-checklist.html","1","frm-163-configuration-audit-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\01-FRM-100\frm-163-configuration-audit-checklist.html","0.667","configuration checklist"
"frm-hr-jd-pla-02-production-planner.html","../03-Job-Descriptions/09-JD-PLA/frm-hr-jd-pla-02-production-planner.html","1","jd-production-planner.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-planner.html","0.667","production planner"
"annex-qms-017-fod-prevention-program.html","../../../09-Annexes-References/01-ANNEX-QMS/annex-qms-017-fod-prevention-program.html","1","","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\","0.667","fod prevention"
"frm-hr-trn-001-training-plan.html","../../../07-Forms-Records/04-FRM-HR/frm-hr-trn-001-training-plan.html","1","frm-801-training-plan.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-801-training-plan.html","0.667","training plan"
"annex-qms-011-epicor-integration-pack.html","../09-Annexes-References/01-ANNEX-QMS/annex-qms-011-epicor-integration-pack.html","1","ref-013-epicor-integration.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-Digital\ref-013-epicor-integration.html","0.667","epicor integration"
"frm-qa-014-spc-capability-log.html","../07-Forms-Records/11-FRM-QA/frm-qa-014-spc-capability-log.html","1","sop-604-spc-and-capability-control.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-604-spc-and-capability-control.html","0.667","spc capability"
"frm-hr-jd-pro-04-cnc-operator.html","../03-Job-Descriptions/02-JD-PRO/frm-hr-jd-pro-04-cnc-operator.html","1","jd-cnc-operator.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html","0.667","cnc operator"
"frm-qms-003-management-review-minutes.html","../../../07-Forms-Records/12-FRM-QMS/frm-qms-003-management-review-minutes.html","1","sop-902-management-review.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-902-management-review.html","0.667","management review"
"frm-qa-019-cleanliness-verification-record.html","../07-Forms-Records/11-FRM-QA/frm-qa-019-cleanliness-verification-record.html","1","frm-711-cleanliness-verification-form.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-711-cleanliness-verification-form.html","0.667","cleanliness verification"
"sop-qms-015-contingency-operation-plan.html","../04-SOPs/sop-qms-015-contingency-operation-plan.html","1","sop-108-operational-contingency-plan.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-108-operational-contingency-plan.html","0.667","contingency plan"
"frm-qms-002-internal-audit-checklist.html","../07-Forms-Records/12-FRM-QMS/frm-qms-002-internal-audit-checklist.html","1","frm-163-configuration-audit-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\01-FRM-100\frm-163-configuration-audit-checklist.html","0.667","audit checklist"
"frm-qms-002-internal-audit-checklist.html","../07-Forms-Records/12-FRM-QMS/frm-qms-002-internal-audit-checklist.html","1","sop-901-internal-audit-and-lpa.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-901-internal-audit-and-lpa.html","0.667","internal audit"
"frm-qms-002-internal-audit-checklist.html","../07-Forms-Records/12-FRM-QMS/frm-qms-002-internal-audit-checklist.html","1","frm-409-supplier-audit-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\04-FRM-400\frm-409-supplier-audit-checklist.html","0.667","audit checklist"
"sop-qms-023-competence-training-awareness.html","../../04-SOPs/sop-qms-023-competence-training-awareness.html","1","sop-801-competence-training-and-certification.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\08-SOP-800\sop-801-competence-training-and-certification.html","0.667","competence training"
"frm-fin-001-invoice-request.html","../../07-Forms-Records/03-FRM-FIN/frm-fin-001-invoice-request.html","1","frm-821-invoice-request.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-821-invoice-request.html","0.667","invoice request"
"wi-ops-018-clean-packaging-and-handling.html","../06-Work-Instructions/02-WI-OPS/wi-ops-018-clean-packaging-and-handling.html","1","frm-709-clean-packaging-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-709-clean-packaging-checklist.html","0.667","clean packaging"
"frm-hr-jd-hse-01-hse-officer.html","../03-Job-Descriptions/12-JD-HSE/frm-hr-jd-hse-01-hse-officer.html","1","training-matrix-hse.html","C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-hse.html","0.667","hse hse"
"sop-qms-002-quality-policy-objectives.html","../../04-SOPs/sop-qms-002-quality-policy-objectives.html","1","pol-qms-001-quality-policy.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\02-Policies-Objectives\pol-qms-001-quality-policy.html","0.667","quality policy"
"sop-qms-002-quality-policy-objectives.html","../../04-SOPs/sop-qms-002-quality-policy-objectives.html","1","pol-qms-002-quality-objectives.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\02-Policies-Objectives\pol-qms-002-quality-objectives.html","0.667","quality objectives"
"sop-qms-016-product-safety-and-conformity.html","../../../04-SOPs/sop-qms-016-product-safety-and-conformity.html","1","sop-703-product-safety-conformity-and-fod-prevention.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-703-product-safety-conformity-and-fod-prevention.html","0.6","product safety conformity"
"frm-qa-011-final-inspection-coc-issue-log.html","../../../07-Forms-Records/11-FRM-QA/frm-qa-011-final-inspection-coc-issue-log.html","1","frm-642-final-inspection-and-coc-register.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-642-final-inspection-and-coc-register.html","0.6","final inspection coc"
"frm-qa-011-final-inspection-coc-issue-log.html","../../../07-Forms-Records/11-FRM-QA/frm-qa-011-final-inspection-coc-issue-log.html","1","sop-605-final-inspection-coc-and-shipment-release.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html","0.6","final inspection coc"
"annex-qms-006-power-automate-flows-and-approvals-spec.html","../../../09-Annexes-References/01-ANNEX-QMS/annex-qms-006-power-automate-flows-and-approvals-spec.html","1","ref-011-power-automate-flows.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-Digital\ref-011-power-automate-flows.html","0.6","power automate flows"
"proc-qa-005-process-fmea-and-control-plan-execution.html","../../05-Processes/11-PROC-QA/proc-qa-005-process-fmea-and-control-plan-execution.html","1","sop-103-risk-opportunity-fmea-and-control-plan.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-103-risk-opportunity-fmea-and-control-plan.html","0.6","fmea control plan"
"sop-qms-002-quality-policy-objectives.html","../../04-SOPs/sop-qms-002-quality-policy-objectives.html","1","sop-102-quality-policy-objectives-and-organizational-context.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-102-quality-policy-objectives-and-organizational-context.html","0.6","quality policy objectives"
